ID	log2fold	p	p.adj
ENSMUSG00000060935	1.1774730962	0.1469232666	0.3257136757
ENSMUSG00000038248	2.846474873	0.1469403785	0.3257136757
ENSMUSG00000026480	-0.6428438364	0.1470016336	0.3258148392
ENSMUSG00000081046	1.1362298924	0.147052251	0.3258352947
ENSMUSG00000105472	1.6784823871	0.1471068267	0.3258352947
ENSMUSG00000107257	1.4687272103	0.1471042197	0.3258352947
ENSMUSG00000026589	1.5624591733	0.1471201877	0.3258352947
ENSMUSG00000079043	-0.8980508194	0.1471041123	0.3258352947
ENSMUSG00000077526	-2.0067278411	0.147044436	0.3258352947
ENSMUSG00000082475	1.285281631	0.1470721872	0.3258352947
ENSMUSG00000071655	0.5131687216	0.1471699688	0.3259109498
ENSMUSG00000035293	-0.6984321788	0.1472095547	0.325964014
ENSMUSG00000029772	-0.3332874488	0.1472425457	0.32597648
ENSMUSG00000046798	-1.2705717411	0.1472464337	0.32597648
ENSMUSG00000035901	-0.3369490077	0.1473092462	0.3260809341
ENSMUSG00000051147	0.6320972271	0.1473916255	0.3261248789
ENSMUSG00000035351	0.4226125935	0.1473706961	0.3261248789
ENSMUSG00000041881	1.2496134323	0.1473846488	0.3261248789
ENSMUSG00000079067	1.3965583282	0.1473589549	0.3261248789
ENSMUSG00000097151	-1.6366733368	0.1474484635	0.326216044
ENSMUSG00000003527	0.2982498478	0.1474859718	0.3262298377
ENSMUSG00000006403	-1.661750355	0.1474728942	0.3262298377
ENSMUSG00000112908	1.0174324534	0.1475631711	0.3263314012
ENSMUSG00000079018	-1.0588398807	0.1475572773	0.3263314012
ENSMUSG00000086069	-1.0093559223	0.1475824906	0.3263395337
ENSMUSG00000004032	1.0758851519	0.1476092031	0.3263640105
ENSMUSG00000024601	-0.260097817	0.1476383291	0.326393818
ENSMUSG00000089889	0.7046614693	0.1477865467	0.3266705442
ENSMUSG00000112198	-2.060976468	0.147794817	0.3266705442
ENSMUSG00000023973	-0.3444994506	0.1478462866	0.3267496904
ENSMUSG00000032586	-0.5380748956	0.1479507781	0.3269234964
ENSMUSG00000102323	-1.3732308922	0.1479562696	0.3269234964
ENSMUSG00000096699	0.9694666551	0.1480085023	0.3269698281
ENSMUSG00000073680	-3.9991391993	0.1480166538	0.3269698281
ENSMUSG00000096108	-3.7009407681	0.1480242547	0.3269698281
ENSMUSG00000029713	-0.9573536982	0.1481043084	0.3270081687
ENSMUSG00000033031	-0.6288095353	0.1480971294	0.3270081687
ENSMUSG00000021701	-0.8559701669	0.1480582377	0.3270081687
ENSMUSG00000034258	-2.3218262487	0.1480887241	0.3270081687
ENSMUSG00000037772	0.497592706	0.1481382588	0.3270485178
ENSMUSG00000059674	0.959899171	0.1481551615	0.3270512257
ENSMUSG00000029070	-0.7674719539	0.14819346	0.3271011591
ENSMUSG00000087780	3.0577235112	0.1482314968	0.3271505043
ENSMUSG00000085133	1.5920886404	0.1483000384	0.3272325438
ENSMUSG00000069874	-0.635022274	0.1482885632	0.3272325438
ENSMUSG00000092517	0.6353756756	0.1483272613	0.3272541662
ENSMUSG00000080966	-0.5258034833	0.1483412093	0.3272541662
ENSMUSG00000049690	-4.2895165235	0.148595805	0.3274757819
ENSMUSG00000041895	0.4519483064	0.1485864828	0.3274757819
ENSMUSG00000082286	-0.4549258242	0.1486072593	0.3274757819
ENSMUSG00000105388	1.1631546561	0.1485574852	0.3274757819
ENSMUSG00000075486	0.444111917	0.1485617599	0.3274757819
ENSMUSG00000006378	0.5377593685	0.148614327	0.3274757819
ENSMUSG00000047789	-0.4840251357	0.1485292286	0.3274757819
ENSMUSG00000039577	-1.4743943293	0.1485108411	0.3274757819
ENSMUSG00000065158	3.6603169701	0.1485110544	0.3274757819
ENSMUSG00000071532	1.4116415916	0.1485715418	0.3274757819
ENSMUSG00000034918	-5.6124717665	0.1485000415	0.3274757819
ENSMUSG00000052854	2.5447367447	0.1487109184	0.3276540173
ENSMUSG00000116145	-3.7824442699	0.1487655781	0.3277398369
ENSMUSG00000087502	-0.9294278023	0.1487931841	0.3277660436
ENSMUSG00000026175	-1.4995210958	0.1488596338	0.327870491
ENSMUSG00000078240	-1.972475553	0.14887203	0.327870491
ENSMUSG00000087312	-2.0521342035	0.1489089638	0.3279172169
ENSMUSG00000104406	-1.6518780471	0.148929746	0.3279283684
ENSMUSG00000021234	1.7192842762	0.1489598274	0.3279599915
ENSMUSG00000087672	-1.3042922248	0.1489886275	0.3279887872
ENSMUSG00000091091	2.9752615108	0.1490743613	0.3281428993
ENSMUSG00000036923	-2.187478484	0.1491211413	0.3282112429
ENSMUSG00000028883	1.3119823571	0.1491623596	0.3282673322
ENSMUSG00000044724	1.3547623834	0.149257604	0.3284422943
ENSMUSG00000115431	1.2661192429	0.1493292431	0.3285652815
ENSMUSG00000058503	0.3994855115	0.1494922253	0.3288892014
ENSMUSG00000039244	-0.3842778398	0.1496543145	0.3291984673
ENSMUSG00000002006	1.2581776191	0.1496643561	0.3291984673
ENSMUSG00000037845	1.0969015632	0.1497781292	0.32941399
ENSMUSG00000066036	-0.3364026127	0.1498861636	0.329599861
ENSMUSG00000094595	-1.9591375317	0.1498942377	0.329599861
ENSMUSG00000047953	3.3936827139	0.1499589691	0.3297074479
ENSMUSG00000026134	-0.6569338361	0.1500123137	0.329789979
ENSMUSG00000019851	1.1710786517	0.1500584988	0.3298567548
ENSMUSG00000063808	-0.6173613662	0.1501234117	0.3299335121
ENSMUSG00000036091	1.7357397744	0.1501250458	0.3299335121
ENSMUSG00000023883	-0.3511507596	0.1501601071	0.3299758074
ENSMUSG00000082967	1.1720629244	0.1502550316	0.3301496286
ENSMUSG00000022231	-1.909150865	0.1503267477	0.3302724239
ENSMUSG00000024313	-5.8107950072	0.1503954073	0.3303884788
ENSMUSG00000000881	1.0374390387	0.1504348467	0.3304146033
ENSMUSG00000024188	-0.4185383916	0.1504389741	0.3304146033
ENSMUSG00000093921	2.5510707239	0.1505286111	0.330576675
ENSMUSG00000028962	-0.4250575635	0.1505869649	0.3306700189
ENSMUSG00000075591	1.6549573094	0.1506744724	0.3308273541
ENSMUSG00000032777	-0.8893207213	0.1507343121	0.3309239138
ENSMUSG00000096299	1.6969020905	0.1508147803	0.3310657368
ENSMUSG00000032265	-0.6309655979	0.1509434961	0.3313134308
ENSMUSG00000029535	0.3587544809	0.1509694142	0.3313354607
ENSMUSG00000071052	1.6271067558	0.1510203377	0.3314123598
ENSMUSG00000020755	0.2534486925	0.151242183	0.3317379498
ENSMUSG00000087242	-3.5552699409	0.1512250392	0.3317379498
ENSMUSG00000024854	0.5026458508	0.1512482087	0.3317379498
ENSMUSG00000028393	0.3881097749	0.1512374647	0.3317379498
ENSMUSG00000058230	-0.3269402834	0.1512335287	0.3317379498
ENSMUSG00000097757	-1.203177618	0.1512641263	0.3317379866
ENSMUSG00000027082	-1.1438115888	0.1512844369	0.3317476567
ENSMUSG00000034883	0.7155781782	0.1513270799	0.3318062919
ENSMUSG00000098243	1.597193118	0.1513470298	0.3318151621
ENSMUSG00000103343	1.3351800104	0.1513793905	0.3318512371
ENSMUSG00000115017	1.3574455416	0.1514138314	0.3318569981
ENSMUSG00000030103	-0.8306682689	0.1514050089	0.3318569981
ENSMUSG00000090216	-1.3181855035	0.1515069682	0.3320262477
ENSMUSG00000022707	-0.5498394633	0.1515792157	0.3321148053
ENSMUSG00000090186	1.0504030179	0.1515753068	0.3321148053
ENSMUSG00000085716	-2.9235002499	0.1516836415	0.3323087067
ENSMUSG00000027314	1.4270917061	0.1517560859	0.3324325095
ENSMUSG00000074405	-0.6478097903	0.1517971794	0.3324876172
ENSMUSG00000071419	0.9165021771	0.1518713629	0.332522397
ENSMUSG00000026565	0.5124685636	0.1518768116	0.332522397
ENSMUSG00000006715	0.669210148	0.1518708697	0.332522397
ENSMUSG00000028565	-1.006405538	0.1518380958	0.332522397
ENSMUSG00000115602	0.7791700352	0.1519719705	0.3326958259
ENSMUSG00000032217	-0.9627617695	0.1520369135	0.3327332556
ENSMUSG00000039891	1.7677564186	0.1520098493	0.3327332556
ENSMUSG00000021943	-1.5904355469	0.1520267535	0.3327332556
ENSMUSG00000041797	-0.881936402	0.1522008224	0.3330094325
ENSMUSG00000091985	-1.327039716	0.1522037099	0.3330094325
ENSMUSG00000097935	-1.7725342614	0.1522109931	0.3330094325
ENSMUSG00000112445	-1.3289726333	0.1522775912	0.3331202039
ENSMUSG00000010110	0.2528011327	0.1523504646	0.3332446785
ENSMUSG00000042178	-0.3678424901	0.152373684	0.3332605271
ENSMUSG00000104026	2.2642414204	0.1525173872	0.333480459
ENSMUSG00000024371	1.07439037	0.1525221943	0.333480459
ENSMUSG00000026065	2.0645818749	0.1525000794	0.333480459
ENSMUSG00000111348	2.3651843116	0.1525524463	0.3335116512
ENSMUSG00000105867	5.0393899884	0.1526148662	0.3336131553
ENSMUSG00000075327	-0.5376917403	0.1526639702	0.3336855327
ENSMUSG00000019986	0.5131050319	0.1527489856	0.3338363803
ENSMUSG00000113126	-2.0102400835	0.1528884689	0.3341062246
ENSMUSG00000060739	0.4548633822	0.1529455851	0.334196035
ENSMUSG00000063157	6.7271917556	0.1530536319	0.3343971015
ENSMUSG00000086693	-2.1050210096	0.1531692411	0.3346146468
ENSMUSG00000113743	0.9730282317	0.1532058622	0.3346596066
ENSMUSG00000082622	1.5009424367	0.1533388028	0.3348426431
ENSMUSG00000107561	1.423088359	0.1533148841	0.3348426431
ENSMUSG00000097372	2.9133749062	0.1533390888	0.3348426431
ENSMUSG00000053768	0.3001614739	0.1533538539	0.3348426431
ENSMUSG00000038489	0.4881175498	0.1533712788	0.3348456455
ENSMUSG00000025450	-0.9727195129	0.1534397823	0.3349601525
ENSMUSG00000103932	6.9069310482	0.1534857218	0.3349903351
ENSMUSG00000023791	0.3333176209	0.1534714714	0.3349903351
ENSMUSG00000046402	1.0895063571	0.1535795148	0.3351599809
ENSMUSG00000034974	0.361328032	0.15364626	0.3352705703
ENSMUSG00000033152	-2.029291056	0.1537113371	0.3353367635
ENSMUSG00000057897	0.9859721653	0.1536944422	0.3353367635
ENSMUSG00000110251	1.676549901	0.1537248145	0.3353367635
ENSMUSG00000074149	1.4160255757	0.1537698483	0.3353883576
ENSMUSG00000106590	1.7962617857	0.1537806178	0.3353883576
ENSMUSG00000102162	1.776243935	0.1538417516	0.3354267888
ENSMUSG00000021587	5.8851677842	0.1538625494	0.3354267888
ENSMUSG00000071866	0.9370942098	0.1538379413	0.3354267888
ENSMUSG00000083367	-0.575176234	0.1538541157	0.3354267888
ENSMUSG00000021213	0.6333854378	0.1538877522	0.3354466799
ENSMUSG00000037857	-1.0701651908	0.1539412816	0.3355283074
ENSMUSG00000003135	-0.289888133	0.1539615361	0.3355373998
ENSMUSG00000067071	0.3502158969	0.1539840428	0.3355513981
ENSMUSG00000028532	-1.7723929933	0.1540393696	0.3356369052
ENSMUSG00000019039	0.3638571865	0.1540873632	0.3357064179
ENSMUSG00000022391	-0.3923562176	0.154247651	0.3360145928
ENSMUSG00000113741	-0.7075875973	0.154277131	0.3360145928
ENSMUSG00000102780	-1.5769813376	0.1542766734	0.3360145928
ENSMUSG00000010601	1.5542544222	0.1544795129	0.3364202587
ENSMUSG00000021413	-0.5153874092	0.1546056033	0.336659712
ENSMUSG00000050229	-0.441008319	0.1547787794	0.3369664691
ENSMUSG00000086600	-0.6608977765	0.1547690532	0.3369664691
ENSMUSG00000050445	2.0627776033	0.154811717	0.3370030105
ENSMUSG00000107411	-0.8624224678	0.1549110965	0.3371841634
ENSMUSG00000043008	0.584973094	0.1550006676	0.3373439316
ENSMUSG00000030279	-0.6027792132	0.1550176435	0.3373456864
ENSMUSG00000105096	-3.4276762565	0.1550411024	0.3373615477
ENSMUSG00000000171	0.6317699454	0.1551201482	0.3374983473
ENSMUSG00000053110	-1.4115379796	0.1551439259	0.3375148827
ENSMUSG00000035773	2.0024234654	0.1551991774	0.3375998789
ENSMUSG00000089929	0.9474476136	0.1552204255	0.3376108984
ENSMUSG00000029848	1.5694494814	0.1552838889	0.3376433323
ENSMUSG00000027071	3.6383450397	0.1552722967	0.3376433323
ENSMUSG00000116620	1.0615522186	0.1552730969	0.3376433323
ENSMUSG00000052707	0.604468883	0.1553388645	0.337727671
ENSMUSG00000024772	0.3900808859	0.1554787173	0.3378908831
ENSMUSG00000088226	-1.3456784944	0.1554599405	0.3378908831
ENSMUSG00000037499	1.263224402	0.1554474766	0.3378908831
ENSMUSG00000055027	2.019920253	0.1554667697	0.3378908831
ENSMUSG00000031700	0.5943574859	0.1558173841	0.3385563513
ENSMUSG00000104910	-1.0634727994	0.1558125252	0.3385563513
ENSMUSG00000018800	1.0571335472	0.1558367078	0.3385630778
ENSMUSG00000079794	1.5116868343	0.1558604347	0.3385793678
ENSMUSG00000047694	-0.4864719066	0.1558800431	0.3385867089
ENSMUSG00000039611	1.638131102	0.1559454661	0.338658297
ENSMUSG00000090733	1.0125073504	0.1559330399	0.338658297
ENSMUSG00000031422	0.356508738	0.1559674408	0.3386707658
ENSMUSG00000026869	-0.4032622159	0.1560824442	0.3388499515
ENSMUSG00000103291	-1.1081962461	0.1560698786	0.3388499515
ENSMUSG00000106813	1.7593176173	0.1561792044	0.3390247364
ENSMUSG00000112263	-3.8017771721	0.1562000862	0.3390347897
ENSMUSG00000032959	0.4209811507	0.1563310683	0.3392837905
ENSMUSG00000045896	-0.8503743747	0.1565470022	0.3397170903
ENSMUSG00000102606	-2.9610621655	0.1565975259	0.3397913867
ENSMUSG00000035726	-1.0295435227	0.1566445715	0.3398227821
ENSMUSG00000022419	-0.9800926204	0.1566342038	0.3398227821
ENSMUSG00000102135	1.8740047217	0.1567075127	0.3399139062
ENSMUSG00000031347	0.3209282032	0.1567191614	0.3399139062
ENSMUSG00000092482	0.772417398	0.1568170335	0.3400908284
ENSMUSG00000082848	-1.7901265873	0.1568907172	0.3402152617
ENSMUSG00000110414	-1.9154548077	0.1569157361	0.3402341512
ENSMUSG00000028678	-0.7729466218	0.157047089	0.3404835725
ENSMUSG00000071042	-0.4138126151	0.1571651453	0.3407041175
ENSMUSG00000100182	-0.8311680836	0.1573336163	0.3410338948
ENSMUSG00000071234	6.6080846131	0.1574275497	0.3411855204
ENSMUSG00000085779	1.6027610789	0.157436275	0.3411855204
ENSMUSG00000020182	1.531456172	0.1575332048	0.3413601217
ENSMUSG00000105801	-0.9744716291	0.15760786	0.3414864246
ENSMUSG00000041143	0.317890048	0.1576850616	0.341618218
ENSMUSG00000029676	-0.6524458886	0.1577668407	0.3417104533
ENSMUSG00000028643	1.2636456773	0.1577767721	0.3417104533
ENSMUSG00000108263	-0.6800730606	0.1577683691	0.3417104533
ENSMUSG00000034121	-0.5409890377	0.1578825468	0.3418759407
ENSMUSG00000029550	0.2898548871	0.1578859555	0.3418759407
ENSMUSG00000021725	0.8377848136	0.1580330218	0.3421588765
ENSMUSG00000063511	-0.6639576907	0.1580532811	0.3421672308
ENSMUSG00000019478	1.1686874759	0.1580903855	0.3422120474
ENSMUSG00000088891	2.4242374275	0.1581182435	0.3422368414
ENSMUSG00000026849	0.3036753608	0.1581800392	0.3422995703
ENSMUSG00000097357	1.4657612654	0.1581735677	0.3422995703
ENSMUSG00000000374	-0.3196230056	0.1583317432	0.3425923208
ENSMUSG00000029617	-0.2511869349	0.1584394058	0.3427897255
ENSMUSG00000000365	2.6396624111	0.1584918738	0.342824584
ENSMUSG00000046722	0.2801175338	0.1585024302	0.342824584
ENSMUSG00000073591	-2.8304036613	0.1585048141	0.342824584
ENSMUSG00000042372	6.9171380706	0.1585855236	0.342928045
ENSMUSG00000067713	0.2662628814	0.1585762438	0.342928045
ENSMUSG00000062365	1.931665123	0.1586389439	0.3430080098
ENSMUSG00000078291	-1.1449627583	0.158757244	0.3432282261
ENSMUSG00000064694	2.5000122519	0.158850275	0.3433581938
ENSMUSG00000044390	2.0092418543	0.1588367138	0.3433581938
ENSMUSG00000054822	1.1528627552	0.1589793846	0.3435813761
ENSMUSG00000018916	2.455707569	0.1589864643	0.3435813761
ENSMUSG00000092116	1.2389019462	0.1590377902	0.3436566978
ENSMUSG00000091507	-2.3172748	0.1590756165	0.3436672452
ENSMUSG00000038546	-0.3115337582	0.1590647984	0.3436672452
ENSMUSG00000015536	0.3659540898	0.1592074747	0.3438808929
ENSMUSG00000106717	-0.8540949062	0.1591978677	0.3438808929
ENSMUSG00000090551	1.910922703	0.1592891216	0.3440216299
ENSMUSG00000047369	2.0425042382	0.1595339181	0.3445146604
ENSMUSG00000027951	-0.5207590353	0.1595527681	0.3445197062
ENSMUSG00000029681	0.3260945826	0.1595697441	0.3445207049
ENSMUSG00000020422	0.4441182291	0.1596104547	0.3445640926
ENSMUSG00000029176	-0.3960023215	0.1596228709	0.3445640926
ENSMUSG00000061650	0.8826495373	0.159688166	0.344669378
ENSMUSG00000100954	0.6167651573	0.1597376488	0.3447405159
ENSMUSG00000081512	1.3336909295	0.1601231612	0.345536772
ENSMUSG00000025091	-6.7862030076	0.1601656892	0.3455570604
ENSMUSG00000028158	-0.8288414202	0.160160476	0.3455570604
ENSMUSG00000103000	-3.0318775133	0.1603080194	0.3458283744
ENSMUSG00000030054	0.9554659101	0.1603742735	0.3459355323
ENSMUSG00000090429	-2.2181427234	0.1605139548	0.3461561397
ENSMUSG00000097576	-0.5269251372	0.1604955463	0.3461561397
ENSMUSG00000024176	1.7978833819	0.1605263218	0.3461561397
ENSMUSG00000026980	-0.4440733353	0.1605797171	0.3462354937
ENSMUSG00000111213	2.4660121259	0.1606000539	0.3462435594
ENSMUSG00000025810	0.6603089162	0.1606860031	0.3463694155
ENSMUSG00000081214	1.2027772943	0.1606930963	0.3463694155
ENSMUSG00000049164	-1.1459242756	0.1607082367	0.3463694155
ENSMUSG00000116763	2.4150485617	0.1608552757	0.3465789132
ENSMUSG00000105981	2.1811654434	0.160840907	0.3465789132
ENSMUSG00000083844	0.4306277063	0.1608518823	0.3465789132
ENSMUSG00000042660	-0.4262314379	0.1608796309	0.3465955947
ENSMUSG00000061390	0.7224211395	0.1609029753	0.3466100953
ENSMUSG00000039725	0.4759503733	0.1609769774	0.3467337063
ENSMUSG00000080823	1.0360369007	0.1610265827	0.346804748
ENSMUSG00000041308	-0.3421891062	0.1610739142	0.3468708786
ENSMUSG00000040565	-0.8849934292	0.1611500337	0.3469989837
ENSMUSG00000090641	-1.3952115926	0.1612024982	0.3470761321
ENSMUSG00000090675	3.0230811782	0.1614270131	0.3474878016
ENSMUSG00000000248	1.8051505287	0.1614180302	0.3474878016
ENSMUSG00000097285	2.0184777396	0.1615148859	0.3476052264
ENSMUSG00000084128	2.2126917432	0.1615063423	0.3476052264
ENSMUSG00000074385	-1.8088073684	0.1615417743	0.3476272344
ENSMUSG00000017897	1.6835610756	0.1615778945	0.347669102
ENSMUSG00000015757	-0.3889725368	0.1616835501	0.3478605658
ENSMUSG00000039684	-0.6097949445	0.1617363987	0.3479042679
ENSMUSG00000045128	0.629052367	0.1617372139	0.3479042679
ENSMUSG00000040795	-0.5985214227	0.1617860936	0.3479449749
ENSMUSG00000107227	1.0367359071	0.1617894934	0.3479449749
ENSMUSG00000022208	2.0799739229	0.1618628125	0.3480656249
ENSMUSG00000028671	0.3443813602	0.1618789608	0.3480656249
ENSMUSG00000037461	-0.6217802542	0.1619668501	0.3482187132
ENSMUSG00000107950	-0.5916968647	0.1619959377	0.348245363
ENSMUSG00000032307	-0.314860177	0.1621192046	0.3484026542
ENSMUSG00000051246	1.083684791	0.1620858418	0.3484026542
ENSMUSG00000006673	-0.4846919987	0.1621153946	0.3484026542
ENSMUSG00000113328	-1.2458456551	0.1621780677	0.3484932564
ENSMUSG00000051984	-1.6926088986	0.1622300736	0.3485332123
ENSMUSG00000092358	-1.3307094796	0.1622183761	0.3485332123
ENSMUSG00000069895	-0.4149398432	0.1622516095	0.3485435882
ENSMUSG00000084925	1.3895608845	0.1622908989	0.3485920955
ENSMUSG00000027359	-1.4233313951	0.1623156293	0.3486093241
ENSMUSG00000007989	2.2335891869	0.1623334632	0.3486117388
ENSMUSG00000098670	1.3808933358	0.1624166438	0.3487544709
ENSMUSG00000066442	0.9982712782	0.162453058	0.3487967633
ENSMUSG00000092029	0.924483287	0.1625736524	0.3490197686
ENSMUSG00000026520	0.7470918293	0.1625921347	0.3490235319
ENSMUSG00000052749	0.5562429233	0.1626483177	0.3491082152
ENSMUSG00000096929	1.8501668043	0.1627218654	0.349230149
ENSMUSG00000019437	0.5095967356	0.1627415992	0.3492365752
ENSMUSG00000092505	1.3390223561	0.162802666	0.3493316899
ENSMUSG00000047562	-2.1013480541	0.162865865	0.3494057537
ENSMUSG00000105599	0.9824560375	0.162870678	0.3494057537
ENSMUSG00000001493	2.6528646848	0.1628915493	0.3494145994
ENSMUSG00000097554	1.5559023614	0.1630303881	0.3496764663
ENSMUSG00000020284	-0.4663207325	0.1630583275	0.3497004406
ENSMUSG00000067547	0.9116844053	0.1632155694	0.3500016881
ENSMUSG00000097059	0.480488308	0.1632485301	0.350036391
ENSMUSG00000027829	-0.9231411018	0.1633847542	0.3502924804
ENSMUSG00000025035	0.4696349668	0.1634342681	0.350362632
ENSMUSG00000006586	-1.7108581693	0.1634996355	0.3504307475
ENSMUSG00000068115	2.0466993881	0.1634848757	0.3504307475
ENSMUSG00000048029	1.3936755121	0.1635209239	0.3504403734
ENSMUSG00000019470	-0.3389899657	0.163545383	0.3504567919
ENSMUSG00000103973	1.0567605465	0.1635706124	0.3504748575
ENSMUSG00000006273	0.411270127	0.1636056446	0.3505139211
ENSMUSG00000010830	0.9135037434	0.1636316568	0.350533654
ENSMUSG00000101225	0.6506008067	0.1636734885	0.3505872679
ENSMUSG00000029048	0.2882616022	0.1637196598	0.3506501654
ENSMUSG00000035021	-0.2101748084	0.1638168121	0.3508109231
ENSMUSG00000086247	0.9950660868	0.163828348	0.3508109231
ENSMUSG00000015355	0.4055017713	0.1639542863	0.3509206751
ENSMUSG00000040746	0.3507153794	0.1639095022	0.3509206751
ENSMUSG00000074629	1.0403675468	0.1639595203	0.3509206751
ENSMUSG00000078572	1.2025771031	0.1639637033	0.3509206751
ENSMUSG00000020698	0.962009768	0.1639631835	0.3509206751
ENSMUSG00000032006	-1.6638866713	0.1639938308	0.3509491529
ENSMUSG00000106016	3.7367371278	0.1640521254	0.3510378966
ENSMUSG00000113902	0.5588260109	0.1641396147	0.3511890865
ENSMUSG00000103373	-1.0043350531	0.1642732654	0.3513040398
ENSMUSG00000069899	-0.4033940782	0.1643095192	0.3513040398
ENSMUSG00000076540	2.0860699244	0.1643112122	0.3513040398
ENSMUSG00000041341	-0.7833902833	0.164283941	0.3513040398
ENSMUSG00000040675	-0.5469513613	0.1642143379	0.3513040398
ENSMUSG00000116835	1.609637674	0.164250016	0.3513040398
ENSMUSG00000017264	-0.3551366542	0.1642993814	0.3513040398
ENSMUSG00000031150	0.6276700628	0.1643641047	0.3513811166
ENSMUSG00000005220	2.3413041524	0.1644926756	0.3516199479
ENSMUSG00000108957	-2.8363087588	0.1645264239	0.351656058
ENSMUSG00000036057	0.3306342699	0.1645686169	0.3517102085
ENSMUSG00000085913	-1.1723191662	0.164594284	0.3517290328
